iteration,image_index,loss,l1,mse,ssim,edge,psnr,gaussians
1,54,0.12538988888263702,0.1329859495162964,0.023328829556703568,0.7304603457450867,0.07983773946762085,16.321070498824724,39463
500,76,0.12017819285392761,0.11083181202411652,0.028765693306922913,0.5286483764648438,0.2064957469701767,15.411251542043665,40663
1000,59,0.12188161909580231,0.11363547295331955,0.03299477696418762,0.543679416179657,0.14133398234844208,14.81554803005752,41863
1500,28,0.13583014905452728,0.12262565642595291,0.030042223632335663,0.41187727451324463,0.2167143076658249,15.22267925345872,43063
2000,62,0.15276943147182465,0.14433243870735168,0.051968734711408615,0.4936395585536957,0.14475542306900024,12.842578568647038,45463
2500,5,0.17467950284481049,0.1675773561000824,0.048260949552059174,0.42070531845092773,0.18711960315704346,13.164041374383677,46663
3000,48,0.1724294126033783,0.1615239828824997,0.053092531859874725,0.38758933544158936,0.1846378594636917,12.749665636670537,47863
3500,70,0.13899964094161987,0.12639182806015015,0.03279237076640129,0.41792038083076477,0.2097514569759369,14.84227184320371,49063
4000,38,0.1497245877981186,0.13225813210010529,0.0349884107708931,0.3218419849872589,0.28880417346954346,14.560757834132414,51463
4500,51,0.12636539340019226,0.12150996923446655,0.030442452058196068,0.5666263699531555,0.12853606045246124,15.165203692321263,52663
5000,42,0.12039776891469955,0.11631167680025101,0.027667248621582985,0.5952349901199341,0.1464921087026596,15.580340272658495,53863
5500,47,0.1664056032896042,0.1507430225610733,0.04706147313117981,0.3207038640975952,0.23242107033729553,13.273344825418667,55063
6000,68,0.21159051358699799,0.20039041340351105,0.07712988555431366,0.3239869773387909,0.19405323266983032,11.127773130451903,57463
6500,20,0.1423519402742386,0.1300254762172699,0.03382677584886551,0.4060395658016205,0.17609412968158722,14.70739394401642,58663
7000,38,0.1552078127861023,0.13718360662460327,0.03820730000734329,0.3039151132106781,0.29079556465148926,14.178536514857011,59863
7500,73,0.1727318912744522,0.15696905553340912,0.04438949003815651,0.28984376788139343,0.26645177602767944,13.527198442714747,61063
8000,11,0.1386997252702713,0.1270618885755539,0.03885234147310257,0.46061238646507263,0.22077003121376038,14.10582802906684,63463
8500,72,0.18213817477226257,0.16653110086917877,0.055687855929136276,0.29404231905937195,0.2380666434764862,12.542395028153985,64663
9000,32,0.18332454562187195,0.17030778527259827,0.05334113538265228,0.31681087613105774,0.21532797813415527,12.729377444546746,65863
9500,52,0.15324778854846954,0.1499255895614624,0.05090833827853203,0.5645588636398315,0.12560081481933594,12.932110787285653,65863
10000,75,0.17615219950675964,0.16527564823627472,0.0530322827398777,0.3811976909637451,0.22879254817962646,12.754596785575544,65863
10500,2,0.16595523059368134,0.15667898952960968,0.046275537461042404,0.41059496998786926,0.17897608876228333,13.346485284905752,65863
11000,1,0.1502612680196762,0.14150214195251465,0.03730391338467598,0.44433486461639404,0.17190805077552795,14.282456059333878,65863
11500,8,0.15808406472206116,0.1401461511850357,0.04076135531067848,0.3166443109512329,0.35509631037712097,13.89751384180741,65863
12000,65,0.2517828047275543,0.24438941478729248,0.12640191614627838,0.40723589062690735,0.1256425380706787,8.982463424662313,65863
12500,36,0.1308705061674118,0.11788465082645416,0.03034108690917492,0.4416128396987915,0.24791863560676575,15.179688655334026,65863
13000,64,0.19908881187438965,0.19159619510173798,0.08885988593101501,0.46723228693008423,0.13056784868240356,10.512942485964142,65863
13500,64,0.2207028567790985,0.21245025098323822,0.10780499130487442,0.44461145997047424,0.1316770613193512,9.673611311160501,65863
14000,2,0.15690402686595917,0.1468368023633957,0.04181394353508949,0.41624119877815247,0.17887583374977112,13.786788715606956,65863
14500,42,0.11099068075418472,0.10575050115585327,0.02319021336734295,0.5958297252655029,0.14493872225284576,16.346952555089132,65863
15000,62,0.1295485496520996,0.12404953688383102,0.0352339930832386,0.5634105205535889,0.1338721513748169,14.530381352534649,65863
15500,25,0.16220001876354218,0.1535930633544922,0.045068081468343735,0.4282679855823517,0.16320277750492096,13.461309292919267,65863
16000,46,0.12277250736951828,0.10794499516487122,0.027314186096191406,0.4227288067340851,0.1997343748807907,15.636117359950585,65863
16500,39,0.15491025149822235,0.13786259293556213,0.03875713422894478,0.3222367465496063,0.2888375520706177,14.116483429362383,65863
17000,57,0.13482916355133057,0.12897658348083496,0.0367591567337513,0.5422430634498596,0.13164426386356354,14.34634460019311,65863
17500,16,0.15664362907409668,0.13860824704170227,0.03678819537162781,0.2927040159702301,0.2943721115589142,14.342915157667697,65863
18000,73,0.18208777904510498,0.16631461679935455,0.04966377839446068,0.27242177724838257,0.2634240686893463,13.039602426259496,65863
