measurement,reconstruction_m,ground_truth_m,absolute_error_m
x_width_5_95,9.209130623577751,12.865793920382323,3.656663296804572
y_depth_5_95,4.261488670561397,15.56316893391702,11.301680263355623
z_height_5_95,5.690625657515954,3.175820973163905,2.5148046843520495
xy_planar_diagonal,10.147333271921282,20.19259469378283,10.045261421861548
xyz_spatial_diagonal,11.634070349856906,20.440810143459927,8.806739793603022
