measurement,reconstruction_m,ground_truth_m,absolute_error_m
x_width_5_95,4.649160123204212,5.687645354450531,1.0384852312463186
y_depth_5_95,2.956919915980423,5.535374865443607,2.5784549494631834
z_height_5_95,4.076603679833015,3.5191812527505015,0.5574224270825137
xy_planar_diagonal,5.509815354502715,7.936604096147642,2.426788741644927
xyz_spatial_diagonal,6.8539596441139015,8.681838588035262,1.8278789439213607
