measurement,reconstruction_m,ground_truth_m,absolute_error_m
x_width_5_95,9.067653168032852,12.865793920382323,3.7981407523494717
y_depth_5_95,4.249767390799786,15.56316893391702,11.313401543117234
z_height_5_95,5.651984959242695,3.175820973163905,2.47616398607879
xy_planar_diagonal,10.014132855701558,20.19259469378283,10.178461838081272
xyz_spatial_diagonal,11.499034343419758,20.440810143459927,8.941775800040169
