measurement,reconstruction_m,ground_truth_m,absolute_error_m
x_width_5_95,2.1878354758274985,9.089387652961761,6.901552177134263
y_depth_5_95,4.106648541325897,8.376689479550219,4.270040938224322
z_height_5_95,3.0585571255227064,2.826486647321506,0.23207047820120064
xy_planar_diagonal,4.653083527217564,12.360659146769683,7.707575619552118
xyz_spatial_diagonal,5.568299381440367,12.679705095549652,7.111405714109285
