measurement,reconstruction_m,ground_truth_m,absolute_error_m
x_width_5_95,3.1372766046760514,6.545115236178634,3.4078386315025826
y_depth_5_95,2.2771624820543774,5.838514214479682,3.5613517324253046
z_height_5_95,3.266836305561343,3.223729815130558,0.04310649043078518
xy_planar_diagonal,3.876593022735782,8.770791394597126,4.894198371861344
xyz_spatial_diagonal,5.069535768811325,9.344475138203359,4.274939369392034
