index,psnr,ssim
0.0,23.87031851248505,0.7916433811187744
1.0,25.061538889674893,0.8211187720298767
2.0,26.548774940794388,0.821296215057373
3.0,26.545714715874183,0.8187490105628967
4.0,23.18890045491724,0.7130253911018372
5.0,19.408432055596,0.5652298927307129
6.0,17.631948737204517,0.44017624855041504
7.0,25.987641903278657,0.8457212448120117
8.0,25.18755175713086,0.8472122550010681
9.0,26.045693988925443,0.8590578436851501
10.0,24.48307944509605,0.820201575756073
11.0,27.31664280919109,0.8613684773445129
12.0,27.793856600741904,0.8724302649497986
13.0,28.074222304550133,0.9053559303283691
14.0,27.617174421326638,0.890678346157074
15.0,28.28636489273684,0.837689220905304
16.0,25.376177682250667,0.8118321895599365
17.0,27.787884108485528,0.8753363490104675
18.0,28.20340922407814,0.8821093440055847
19.0,27.08599307679411,0.8745200037956238
20.0,28.43506318689937,0.885219395160675
21.0,27.68050592526781,0.8738406300544739
22.0,26.40121340075586,0.8182885050773621
23.0,27.82207178770872,0.8544633984565735
24.0,26.518316923039258,0.8237372040748596
25.0,28.659426574605618,0.870503842830658
26.0,24.081448189155235,0.8150562644004822
27.0,19.75582290498687,0.7481057047843933
28.0,28.848023522560403,0.8815810680389404
29.0,31.90757141255835,0.9030582308769226
30.0,27.822857255308723,0.8488122820854187
31.0,25.95853664002459,0.805547297000885
32.0,26.891019859825573,0.8360235095024109
33.0,28.109346516340196,0.8722344040870667
34.0,27.91909043521548,0.8658599853515625
35.0,25.835366053827777,0.8299041390419006
36.0,26.68262856054597,0.8724492192268372
37.0,26.99654174800954,0.8828914761543274
38.0,25.19957608384573,0.8073013424873352
39.0,25.758159851585084,0.8517439365386963
40.0,26.65248961563669,0.8800373077392578
41.0,26.597259418634565,0.8494647145271301
42.0,25.77750540008546,0.8426881432533264
43.0,24.435428812883856,0.8185917735099792
44.0,24.3570169399226,0.8259332776069641
45.0,23.612202678335787,0.8086993098258972
46.0,24.122602015196833,0.8204624056816101
47.0,22.463081793086644,0.8385265469551086
48.0,23.111073900140624,0.8551123142242432
49.0,25.69635736312791,0.8669789433479309
50.0,24.280906886007823,0.8574287295341492
51.0,27.00540944932523,0.8819819092750549
52.0,25.149852137126594,0.7853479385375977
53.0,22.306680362465148,0.6838901042938232
54.0,19.446011651547902,0.5316677689552307
55.0,20.074605186330928,0.6412195563316345
56.0,21.210001246074984,0.6466173529624939
57.0,23.052066234613775,0.7220468521118164
58.0,25.03131422858266,0.7876420617103577
59.0,27.702303967786417,0.8761558532714844
60.0,28.68447859850551,0.8809918761253357
61.0,30.173352317191583,0.9049056172370911
62.0,27.65195245559882,0.8638116717338562
63.0,24.20604992428781,0.8263564705848694
64.0,27.813459953693396,0.8732776641845703
65.0,29.35337084673149,0.877358615398407
66.0,24.197549089012558,0.8154372572898865
67.0,24.0590311756731,0.7498257756233215
68.0,25.547430590189183,0.7923183441162109
69.0,28.13842500450569,0.8771241307258606
70.0,24.33754397819914,0.7875699996948242
71.0,24.383825304203178,0.7902527451515198
72.0,24.95366004474124,0.7671645283699036
73.0,25.01722478475767,0.8063444495201111
74.0,27.751896115887696,0.8985094428062439
75.0,26.511190191307513,0.8659588694572449
76.0,27.06383812619785,0.9031251072883606
77.0,26.68907997047713,0.8320425152778625
78.0,27.78036952180495,0.8632855415344238
79.0,28.16146696930408,0.8879349231719971
80.0,22.649807928106718,0.7472606301307678
81.0,27.64628533315898,0.8574790954589844
82.0,29.41294366106029,0.8719620108604431
83.0,30.392805314470888,0.8922812938690186
84.0,30.448766791230387,0.8855729103088379
85.0,29.17988607777489,0.8901826739311218
86.0,27.315581870980846,0.8539333939552307
87.0,24.468407868874245,0.7809917330741882
88.0,25.51662935965939,0.8127550482749939
89.0,28.270832868397633,0.8668160438537598
90.0,27.27828744146776,0.8522021770477295
91.0,28.380004810131673,0.8970475196838379
92.0,29.211444102040396,0.9002817273139954
93.0,30.299842301898792,0.9121701121330261
94.0,29.057544990182343,0.8877676129341125
95.0,28.167501896542916,0.8929761052131653
96.0,25.130375972307238,0.855029821395874
97.0,29.083706751847984,0.9007931351661682
98.0,29.35949988574647,0.9073054194450378
99.0,25.628831501215164,0.8144781589508057
100.0,24.814113648382133,0.8185656666755676
101.0,25.325389271061148,0.8145402073860168
102.0,25.721546312585897,0.8160482048988342
103.0,25.289226415524915,0.8105481266975403
104.0,24.028088147334902,0.7859165668487549
105.0,27.143455603828098,0.8707213401794434
106.0,27.45702015177396,0.8811237812042236
107.0,26.24354878210518,0.8083228468894958
108.0,26.94216191930399,0.8190677165985107
109.0,27.385833394517096,0.8403940796852112
110.0,28.242307795643413,0.8854967951774597
111.0,25.848324328454275,0.8287548422813416
112.0,26.92899974090857,0.8490188121795654
113.0,25.879787793733637,0.8754996657371521
114.0,29.556830886902095,0.8885300755500793
115.0,29.753895690111698,0.8801595568656921
116.0,31.364640673169305,0.9237601161003113
117.0,30.65771900522136,0.9129940867424011
118.0,30.997479311329528,0.897017776966095
119.0,28.595925225055602,0.8634817004203796
120.0,29.041737858502668,0.866965115070343
121.0,28.414128197574446,0.8518519401550293
122.0,28.673578711295665,0.8690064549446106
123.0,28.1713601605051,0.8641745448112488
124.0,26.582364152295636,0.8440847992897034
125.0,27.150650790623843,0.8536458015441895
126.0,25.79897483113635,0.8304233551025391
127.0,25.809359572286986,0.865483283996582
128.0,25.631469619966353,0.8875377774238586
129.0,23.392741702362272,0.7992761731147766
130.0,27.72467542820936,0.8653862476348877
131.0,27.133511028049288,0.8512584567070007
132.0,23.754268594099763,0.792741596698761
133.0,23.593465149258176,0.7903639674186707
134.0,29.338668821265124,0.8876393437385559
135.0,28.872846197815548,0.9107996821403503
136.0,31.002014704622333,0.9085283279418945
137.0,25.464583384161294,0.8522599339485168
138.0,27.40626128365925,0.8674020171165466
139.0,28.093178807401998,0.8765810132026672
140.0,25.99293049302444,0.878201961517334
141.0,25.499604472737758,0.8655703067779541
142.0,27.5572245309394,0.9128316044807434
143.0,25.434597504797253,0.8778159618377686
144.0,25.914329208851967,0.8750254511833191
145.0,26.8914819866233,0.8775017857551575
146.0,27.65567689056729,0.8978255391120911
147.0,27.181795087820404,0.8717496991157532
148.0,26.300764020104875,0.8403315544128418
149.0,26.048511262596868,0.8266879916191101
150.0,28.308747134275293,0.9166378974914551
151.0,27.87731769510085,0.8874232172966003
152.0,26.679231575900943,0.8627863526344299
153.0,15.922901592938244,0.6518598198890686
154.0,15.921427527350447,0.5916075110435486
155.0,15.079632196733197,0.5389392971992493
156.0,24.601620082533277,0.7834565043449402
157.0,24.989728708580216,0.772089958190918
158.0,26.327929505267402,0.8261764049530029
159.0,26.220556210348903,0.821128785610199
160.0,27.083895919823178,0.8962262272834778
161.0,28.362852911187634,0.8807501792907715
162.0,27.753425429576893,0.8441076278686523
163.0,22.809621409709667,0.6966750025749207
164.0,23.557739178436208,0.7900879979133606
165.0,24.733282504382434,0.8122490048408508
166.0,27.07049247977601,0.8765792846679688
167.0,27.057656131174067,0.8434149622917175
168.0,25.506129907350477,0.8527105450630188
169.0,29.661395241963003,0.9159555435180664
170.0,28.123239960975248,0.9103050231933594
171.0,29.507035168105876,0.8962616920471191
172.0,26.39212505190273,0.8338082432746887
173.0,23.109607061962706,0.7564975619316101
174.0,22.89009692410623,0.7191579341888428
175.0,26.129621622965658,0.8182353973388672
176.0,27.9358508893508,0.8680536150932312
177.0,30.60809653159066,0.9066122174263
178.0,31.515297385995872,0.9128260612487793
179.0,29.39315691114048,0.8932812213897705
180.0,29.711801511726623,0.9105126857757568
181.0,30.954072151757405,0.9313027262687683
182.0,26.931841012175347,0.8974758982658386
183.0,28.016689669172635,0.8449060916900635
184.0,27.09176677964942,0.816976010799408
185.0,22.157584281265187,0.705897867679596
186.0,19.652817313515115,0.6535599827766418
